"SubjectID","age","vocab_acc","ME_acc","vocab_count","ME_count"
"03301702","3.5299999999999998","85.0","100.0","20","19"
"03301703","2.2599999999999998","50.0","52.631578947368418","20","19"
"03301704","3.6899999999999999","75.0","57.894736842105267","20","19"
"03301705","3.8999999999999999","55.000000000000007","89.473684210526315","20","19"
"03311701","2.8599999999999999","55.000000000000007","63.157894736842103","20","19"
"03311702","3.29","85.0","94.73684210526315","20","19"
"03311703","3.1800000000000002","65.0","89.473684210526315","20","19"
"03311704","2.1899999999999999","50.0","89.473684210526315","20","19"
"03311705","2.9500000000000002","65.0","84.210526315789465","20","19"
"04041701","2.6400000000000001","50.0","36.84210526315789","20","19"
"04041702","2.7200000000000002","65.0","73.68421052631578","20","19"
"04041703","2.77","55.000000000000007","89.473684210526315","20","19"
"04041704","3.4199999999999999","85.0","100.0","20","19"
"04041705","2.8100000000000001","65.0","42.105263157894733","20","19"
"04041706","3.3399999999999999","85.0","89.473684210526315","20","19"
"04041707","3.3399999999999999","90.0","89.473684210526315","20","19"
"04041708","2.6099999999999999","75.0","94.73684210526315","20","19"
"04061701","3.1099999999999999","90.0","100.0","20","19"
"04111701","3.1699999999999999","80.0","100.0","20","19"
"04111703","3.6699999999999999","60.0","89.473684210526315","20","19"
"04111704","3.54","60.0","100.0","20","19"
"04111705","3.6699999999999999","65.0","78.94736842105263","20","19"
"04111709","3.7000000000000002","75.0","73.68421052631578","20","19"
"04111710","4.0","85.0","94.73684210526315","20","19"
"04181702","2.2799999999999998","75.0","78.94736842105263","20","19"
"05241701","3.6099999999999999","65.0","100.0","20","19"
"05241703","3.6499999999999999","60.0","94.73684210526315","20","19"
"05241705","2.54","60.0","73.68421052631578","20","19"
"05241706","2.2999999999999998","60.0","89.473684210526315","20","19"
"05241707","3.9700000000000002","65.0","26.315789473684209","20","19"
"05311701","3.4300000000000002","70.0","89.473684210526315","20","19"
"05311702","2.6499999999999999","30.0","63.157894736842103","20","19"
"05311703","3.0899999999999999","65.0","63.157894736842103","20","19"
"06011701","3.2999999999999998","80.0","84.210526315789465","20","19"
"06011702","3.2999999999999998","85.0","100.0","20","19"
"06011703","2.0","45.0","89.473684210526315","20","19"
"06011704","2.3900000000000001","70.0","89.473684210526315","20","19"
"06011705","2.8500000000000001","55.000000000000007","89.473684210526315","20","19"
"06011706","3.25","70.0","89.473684210526315","20","19"
"06011707","3.25","85.0","100.0","20","19"
"06011708","2.02","65.0","94.73684210526315","20","19"
"06021702","3.02","30.0","57.894736842105267","20","19"
"06021703","3.52","50.0","47.368421052631575","20","19"
"06021704","2.5800000000000001","60.0","94.73684210526315","20","19"
"06021705","2.9100000000000001","65.0","94.73684210526315","20","19"
"06041703","2.48","45.0","89.473684210526315","20","19"
"06041706","3.8300000000000001","95.0","100.0","20","19"
"06041707","3.96","65.0","94.73684210526315","20","19"
"06041710","2.7599999999999998","45.0","84.210526315789465","20","19"
"06041711","2.1499999999999999","25.0","73.68421052631578","20","19"
"06041712","3.2799999999999998","75.0","78.94736842105263","20","19"
"06051701","3.7000000000000002","80.0","84.210526315789465","20","19"
"06051702","3.6099999999999999","60.0","57.894736842105267","20","19"
"06051703","2.5800000000000001","60.0","78.94736842105263","20","19"
"06051704","3.6000000000000001","70.0","78.94736842105263","20","19"
"11161601","3.0","85.0","73.333333333333329","20","15"
"11161602","3.6899999999999999","55.000000000000007","52.631578947368418","20","19"
"11161603","3.3399999999999999","80.0","84.210526315789465","20","19"
"11161605","2.2799999999999998","55.000000000000007","73.68421052631578","20","19"
"1191601","2.0699999999999998","40.0","52.631578947368418","20","19"
"1191603","2.4500000000000002","75.0","63.157894736842103","20","19"
"1191604","3.0499999999999998","80.0","94.73684210526315","20","19"
"12131601","3.3100000000000001","75.0","68.421052631578945","20","19"
"1261601","3.71","65.0","89.473684210526315","20","19"
"1261602","2.3799999999999999","50.0","57.894736842105267","20","19"
"1261603","3.6400000000000001","75.0","100.0","20","19"
"1261604","2.5","70.0","78.94736842105263","20","19"
"1261605","3.3999999999999999","60.0","84.210526315789465","20","19"
"1261607","3.98","75.0","89.473684210526315","20","19"
"1281602","3.1899999999999999","70.0","89.473684210526315","20","19"
"1281603","3.6099999999999999","80.0","100.0","20","19"
"1281604","2.4900000000000002","85.0","68.421052631578945","20","19"
